network_SNR chirp_mass mass_ratio luminosity_distance dec ra theta_jn psi phase geocent_time a_1 a_2 err_chirp_mass err_mass_ratio err_luminosity_distance err_dec err_ra err_theta_jn err_psi err_phase err_geocent_time err_a_1 err_a_2 err_sky_location
636.9505437331537 7.046E+00 8.109E-01 3.568E+02 2.598E-01 3.527E+00 3.004E-01 2.670E+00 2.530E+00 1.583E+09 2.697E-01 1.715E-01 6.633E-05 4.762E-02 3.795E+01 1.255E-01 5.886E-02 8.598E-02 9.944E+00 1.988E+01 1.867E-03 9.517E-02 1.207E-01 4.879E-03
624.9930834412174 1.770E+01 9.579E-01 4.723E+02 -3.689E-01 1.692E+00 1.062E+00 5.033E+00 4.738E+00 1.581E+09 6.690E-02 2.258E-01 1.248E-04 8.837E-03 1.467E+02 5.118E-01 2.534E-01 3.652E-02 1.444E-01 2.016E-01 5.578E-03 2.059E-02 2.163E-02 3.554E-01
1016.2495927566353 2.305E+01 8.283E-01 3.964E+02 -1.144E+00 2.671E+00 2.057E+00 2.981E+00 4.739E+00 1.580E+09 1.755E-01 1.205E-01 1.790E-04 4.740E-03 1.069E+02 5.037E-01 1.661E+00 1.749E-02 1.346E+00 7.360E-02 5.788E-03 1.189E-02 1.502E-02 9.670E-01
605.4077550966829 8.860E+00 8.867E-01 1.392E+02 7.205E-01 5.381E+00 1.949E+00 5.927E+00 1.609E+00 1.607E+09 1.334E-01 2.357E-01 3.062E-05 1.035E-02 2.493E+01 8.888E-02 8.162E-02 5.637E-02 9.826E-02 1.776E-01 1.443E-03 2.691E-02 3.093E-02 1.710E-02
1391.0491310218586 1.383E+01 6.285E-01 1.920E+02 -8.868E-01 3.455E+00 2.703E+00 1.923E+00 3.650E-01 1.582E+09 3.320E-01 4.600E-02 8.897E-05 6.724E-03 2.345E+00 1.086E-02 4.998E-03 1.200E-02 7.492E-01 1.498E+00 1.893E-04 1.376E-02 2.380E-02 4.386E-05
696.6345729128658 1.411E+01 7.590E-01 1.662E+02 3.483E-01 5.399E+00 1.575E+00 3.456E+00 1.718E+00 1.592E+09 2.230E-01 2.001E-01 8.362E-05 5.908E-03 1.858E+02 1.537E+00 1.029E+00 6.833E-03 1.122E-01 1.776E-02 2.960E-02 1.310E-02 1.817E-02 1.137E+00
191.20019144620812 5.004E+00 7.697E-01 2.161E+02 7.905E-01 8.809E-02 1.829E+00 3.504E+00 1.445E+00 1.607E+09 1.351E-01 9.070E-02 4.013E-05 2.974E-02 4.350E+01 1.217E-01 1.028E-01 6.698E-02 1.378E-01 1.735E-01 1.707E-03 9.079E-02 1.214E-01 2.691E-02
5787.148684094901 1.441E+01 9.768E-01 5.772E+01 4.363E-01 2.946E+00 2.145E+00 5.679E+00 3.350E+00 1.584E+09 7.413E-01 2.263E-01 1.353E-05 1.083E-03 3.647E+00 2.218E-01 9.564E-02 2.759E-03 5.174E-02 3.918E-03 1.251E-03 2.908E-03 3.102E-03 5.957E-02
256.44002239394524 1.980E+01 9.841E-01 4.254E+02 -1.033E+00 1.138E+00 1.510E+00 5.612E+00 3.470E+00 1.599E+09 1.519E-01 1.400E-01 3.691E-04 1.969E-02 3.511E+02 3.944E-01 1.212E+00 1.574E-01 1.385E+00 2.496E-01 1.103E-02 6.207E-02 6.338E-02 5.769E-01
1435.7114283903131 1.802E+01 9.702E-01 3.776E+02 9.751E-01 2.872E+00 2.202E-01 4.452E+00 2.364E+00 1.605E+09 1.676E-01 1.880E-01 6.443E-05 1.613E-02 3.123E+01 4.964E-02 2.193E-01 3.680E-02 1.793E+01 3.546E+01 1.575E-03 5.528E-02 5.744E-02 3.755E-03
1171.880813910299 2.523E+01 6.479E-01 3.662E+02 -5.073E-01 2.462E+00 3.639E-01 3.063E+00 3.524E+00 1.586E+09 1.244E-01 8.820E-02 2.661E-04 5.329E-03 2.237E+00 3.590E-03 6.940E-03 1.060E-02 1.067E+00 2.149E+00 1.606E-04 1.346E-02 2.141E-02 2.818E-05
431.2173282163382 1.182E+01 8.496E-01 3.825E+02 8.030E-01 4.178E+00 1.618E+00 4.342E+00 1.866E+00 1.606E+09 1.159E-01 2.083E-01 7.788E-05 1.153E-02 7.632E+01 8.483E-01 1.150E+00 1.210E-03 8.002E-01 1.430E-02 4.109E-03 2.441E-02 2.930E-02 2.124E+00
27524.04336393664 2.002E+01 8.629E-01 2.358E+01 -1.229E+00 3.870E+00 3.092E+00 6.221E-01 3.964E+00 1.581E+09 1.712E-01 3.306E-01 7.737E-06 1.341E-03 1.135E-02 8.922E-04 2.659E-03 1.231E-03 1.368E-03 2.738E-03 1.352E-05 4.535E-03 5.210E-03 2.500E-06
338.29464888967294 9.023E+00 5.050E-01 3.875E+02 9.440E-01 5.064E+00 1.787E+00 3.423E+00 4.220E+00 1.592E+09 1.461E-01 1.823E-01 1.246E-04 7.560E-03 1.495E+02 6.822E-01 1.172E+00 1.787E-02 9.383E-01 5.622E-02 7.680E-03 2.118E-02 4.173E-02 1.450E+00
1344.0780204089785 7.374E+00 9.948E-01 8.313E+01 -9.816E-01 9.995E-02 1.528E+00 2.992E+00 5.354E+00 1.595E+09 1.970E-01 1.126E-01 4.912E-06 5.293E-03 2.910E+00 1.244E-01 2.120E-01 3.801E-04 1.598E-01 1.589E-03 7.210E-04 1.213E-02 1.231E-02 4.572E-02
1029.6020773187895 7.330E+00 9.856E-01 1.489E+02 -2.423E-01 5.673E+00 2.366E+00 5.883E+00 4.349E+00 1.580E+09 2.514E-01 1.104E-01 6.417E-06 9.629E-03 1.158E+01 6.141E-02 4.241E-02 3.844E-02 2.121E-01 4.263E-01 1.171E-03 3.662E-02 3.747E-02 4.193E-03
495.0987320878805 1.580E+01 7.486E-01 3.726E+02 6.638E-01 1.576E+00 2.431E+00 4.214E+00 3.947E+00 1.593E+09 1.245E-01 2.761E-01 2.214E-04 1.460E-02 2.088E+01 1.288E-02 7.485E-03 4.242E-02 4.224E-01 8.662E-01 3.421E-04 3.582E-02 4.828E-02 1.034E-04
522.5321364903359 2.844E+01 9.991E-01 2.831E+02 -6.216E-01 2.662E+00 1.414E+00 5.675E+00 2.335E+00 1.606E+09 1.630E-01 1.920E-01 5.322E-04 8.854E-03 6.790E+01 5.895E-03 7.870E-03 6.654E-02 1.813E-01 1.172E-01 1.187E-04 1.493E-02 1.496E-02 1.158E-04
216.5250003921874 1.468E+01 8.638E-01 3.855E+02 -1.668E-01 5.821E+00 1.887E+00 1.181E+00 2.040E+00 1.580E+09 1.711E-01 1.842E-01 2.443E-04 2.465E-02 1.966E+02 2.167E-02 2.583E-02 1.548E-01 2.854E-01 4.712E-01 6.362E-04 6.041E-02 7.218E-02 1.520E-03
1366.014204870546 2.680E+01 9.214E-01 2.024E+02 -4.384E-01 3.492E+00 1.453E+00 1.081E-01 3.641E+00 1.587E+09 1.477E-01 1.407E-01 1.834E-04 3.144E-03 9.524E+01 8.617E-01 8.978E-01 1.159E-02 6.115E-01 3.511E-02 8.195E-03 7.050E-03 7.811E-03 2.041E+00
279.37447340130933 1.307E+01 9.037E-01 3.465E+02 3.748E-01 1.987E+00 1.260E+00 3.193E+00 3.250E+00 1.604E+09 7.452E-01 1.888E-01 1.139E-04 1.907E-02 1.334E+02 1.351E-01 1.219E-01 1.079E-01 9.750E-02 2.672E-01 2.630E-03 4.668E-02 5.483E-02 4.815E-02
1320.6835193241243 2.057E+01 8.629E-01 1.489E+02 9.083E-01 4.033E+00 1.346E+00 1.243E+00 5.202E+00 1.601E+09 1.299E-01 1.913E-01 9.088E-05 3.291E-03 1.269E+01 1.219E-01 2.152E-01 2.331E-02 2.195E-01 4.486E-02 2.269E-03 6.741E-03 8.033E-03 5.070E-02
1107.3626623271098 1.514E+01 6.257E-01 2.137E+02 1.868E-01 2.726E+00 7.839E-01 1.048E-01 3.421E+00 1.604E+09 9.110E-02 6.270E-02 1.114E-04 4.856E-03 5.087E+00 2.049E-02 9.966E-03 1.442E-02 9.553E-02 2.118E-01 2.740E-04 1.035E-02 1.646E-02 3.249E-04
185.72362636243668 6.282E+00 7.681E-01 3.132E+02 2.033E-01 6.829E-01 1.184E+00 5.625E+00 3.147E+00 1.581E+09 2.699E-01 1.605E-01 7.149E-05 3.380E-02 3.900E+01 3.180E-03 3.767E-03 1.833E-01 2.839E-01 3.853E-01 1.588E-04 8.126E-02 1.108E-01 3.434E-05
2111.7878818240792 1.939E+01 4.606E-01 1.069E+02 -9.929E-01 1.959E+00 1.291E+00 2.963E+00 1.566E-01 1.600E+09 2.690E-02 1.844E-01 8.560E-05 9.478E-04 6.417E+00 8.313E-02 1.562E-01 7.371E-03 1.301E-01 1.587E-02 1.226E-03 1.904E-03 3.143E-03 2.228E-02
4452.94412032191 3.814E+01 9.538E-01 2.256E+02 -7.622E-01 5.290E+00 2.604E+00 8.905E-01 2.029E+00 1.608E+09 8.990E-02 6.990E-02 1.497E-04 1.769E-03 1.409E+01 3.098E-01 2.664E-01 3.488E-03 1.185E-01 2.242E-01 1.286E-03 8.096E-03 8.603E-03 4.447E-02
991.5649443974875 1.139E+01 9.653E-01 2.137E+02 2.390E-01 3.213E+00 2.050E+00 1.525E+00 3.871E+00 1.587E+09 2.257E-01 2.298E-01 3.601E-05 6.727E-03 6.312E+01 6.331E-01 2.575E-01 2.532E-02 1.407E-01 1.375E-01 5.852E-03 1.941E-02 2.029E-02 4.611E-01
14436.963641682249 2.603E+01 7.449E-01 4.060E+01 7.900E-01 2.710E+00 2.232E+00 1.097E-01 3.694E+00 1.601E+09 7.465E-01 1.095E-01 1.824E-05 3.110E-04 3.994E-01 1.005E-01 4.624E-02 9.018E-04 3.652E-02 7.249E-03 2.217E-04 4.990E-04 7.517E-04 1.025E-02
496.8170064506718 2.125E+01 8.253E-01 3.875E+02 1.045E-01 8.023E-01 1.814E+00 1.873E+00 4.476E+00 1.582E+09 7.149E-01 1.571E-01 2.435E-04 8.049E-03 8.398E+01 2.026E-01 1.977E-01 5.418E-02 1.381E-01 1.105E-01 3.611E-03 1.473E-02 1.946E-02 1.252E-01
303.8739855410739 6.967E+00 5.238E-01 1.798E+02 8.602E-01 3.424E+00 1.579E+00 2.834E+00 2.007E+00 1.591E+09 1.916E-01 1.206E-01 7.725E-05 9.161E-03 9.504E+00 2.392E-01 8.537E-02 3.311E-02 1.505E-01 4.663E-02 5.118E-03 2.792E-02 5.515E-02 1.223E-02
367.14201790838797 1.123E+01 9.850E-01 3.064E+02 -1.172E+00 8.152E-01 1.286E+00 8.162E-01 3.337E+00 1.586E+09 7.276E-01 1.761E-01 6.255E-05 1.616E-02 2.408E+01 1.802E-01 4.513E-01 1.031E-01 5.655E-01 1.662E-01 3.860E-03 4.119E-02 4.341E-02 9.573E-02
820.001361528437 1.675E+01 9.539E-01 3.323E+02 -9.715E-02 5.909E-01 8.567E-01 5.921E+00 5.681E+00 1.607E+09 1.260E-01 3.600E-02 8.027E-05 8.400E-03 1.936E+01 1.997E-02 9.128E-02 2.722E-02 2.194E-01 3.763E-01 9.618E-04 3.112E-02 3.315E-02 5.125E-03
1314.1438529965048 1.895E+01 9.306E-01 1.741E+02 1.232E-01 1.217E+00 9.556E-01 3.125E+00 2.837E+00 1.597E+09 1.211E-01 1.652E-01 6.912E-05 4.505E-03 5.913E+00 2.807E-02 1.484E-02 1.601E-02 5.479E-02 1.403E-01 3.120E-04 1.259E-02 1.376E-02 8.259E-04
1310.5592888420508 2.256E+01 6.276E-01 2.624E+02 4.836E-01 1.981E+00 2.690E+00 4.072E+00 6.116E+00 1.593E+09 1.182E-01 2.131E-01 1.852E-04 4.183E-03 1.234E+00 9.770E-04 5.163E-03 9.047E-03 4.177E-01 8.400E-01 1.100E-04 1.069E-02 1.704E-02 1.253E-05
3408.4888454311263 2.755E+01 9.342E-01 9.591E+01 3.229E-01 1.434E+00 2.550E+00 2.384E+00 4.257E-01 1.603E+09 7.623E-01 7.990E-02 7.313E-05 2.057E-03 2.929E-01 4.082E-04 8.812E-04 5.005E-03 6.001E-02 1.178E-01 2.392E-05 6.237E-03 6.957E-03 6.737E-07
363.59879225834646 7.178E+00 9.551E-01 3.020E+02 2.519E-01 5.966E-01 1.043E+00 5.672E+00 4.513E+00 1.590E+09 2.244E-01 1.372E-01 2.018E-05 2.175E-02 1.716E+01 1.680E-01 1.293E-01 1.021E-01 3.013E-01 3.600E-01 2.188E-03 8.278E-02 8.789E-02 6.338E-02
728.86182714297 2.210E+01 8.199E-01 2.682E+02 -3.441E-01 3.894E+00 9.778E-01 2.122E-01 5.780E+00 1.603E+09 2.019E-01 1.757E-01 2.157E-04 6.940E-03 1.608E+01 1.548E-02 1.149E-02 2.641E-02 1.042E-01 2.148E-01 3.729E-04 1.852E-02 2.368E-02 2.905E-04
3269.361318369189 1.437E+01 9.648E-01 7.085E+01 7.880E-01 5.498E+00 2.199E+00 2.637E+00 1.906E+00 1.588E+09 1.465E-01 1.873E-01 1.254E-05 2.066E-03 8.744E-01 2.214E-02 3.242E-02 7.562E-03 7.196E-02 7.009E-02 2.435E-04 5.376E-03 5.609E-03 8.007E-04
1247.3838217744594 2.754E+01 9.609E-01 3.367E+02 -1.365E+00 3.548E+00 2.079E+00 2.215E+00 2.407E+00 1.586E+09 2.293E-01 6.340E-02 1.948E-04 3.934E-03 2.885E+01 1.129E-01 1.004E+00 1.359E-02 9.526E-01 8.172E-02 1.367E-03 9.222E-03 9.770E-03 5.786E-02
609.6193340413938 1.551E+01 9.895E-01 2.976E+02 -5.793E-01 3.719E+00 6.712E-01 3.316E+00 4.338E+00 1.601E+09 6.220E-02 1.587E-01 8.135E-05 1.435E-02 1.697E+01 8.963E-03 1.311E-02 4.226E-02 7.188E-01 1.433E+00 2.702E-04 4.598E-02 4.638E-02 7.166E-05
278.405820661193 7.362E+00 9.612E-01 2.095E+02 7.688E-01 4.392E+00 1.612E+00 5.314E+00 5.265E+00 1.608E+09 1.061E-01 1.137E-01 2.684E-05 2.455E-02 9.130E+00 2.258E-01 2.086E-01 1.119E-01 2.219E-01 2.639E-02 5.695E-03 5.757E-02 6.029E-02 2.444E-02
385.85169306906687 6.783E+00 6.975E-01 1.601E+02 -8.912E-01 2.993E+00 1.435E+00 8.566E-01 2.524E+00 1.589E+09 1.963E-01 2.195E-01 4.290E-05 1.151E-02 1.639E+01 1.470E-01 2.864E-01 7.525E-02 2.758E-01 5.097E-02 4.467E-03 3.091E-02 4.548E-02 4.651E-02
1506.989080830147 1.367E+01 7.242E-01 2.071E+02 -8.081E-01 2.452E+00 6.165E-01 4.453E+00 1.922E+00 1.578E+09 1.589E-01 6.290E-02 6.202E-05 5.845E-03 2.756E+00 5.015E-02 9.544E-03 1.479E-02 2.836E-01 5.182E-01 2.255E-04 1.358E-02 1.947E-02 9.343E-04
718.392177651942 7.669E+00 9.249E-01 1.944E+02 -1.470E+00 3.825E+00 2.167E+00 4.598E+00 9.211E-01 1.583E+09 1.439E-01 3.607E-01 1.814E-05 1.021E-02 1.731E+01 1.155E-01 9.294E-01 5.157E-02 8.411E-01 2.205E-01 1.837E-03 3.284E-02 3.579E-02 2.953E-02
344.50192695267987 6.650E+00 9.327E-01 2.380E+02 -1.014E-01 1.097E-01 2.378E+00 3.834E+00 1.413E+00 1.598E+09 9.360E-02 2.335E-01 2.583E-05 2.685E-02 1.862E+01 4.985E-03 3.812E-03 1.171E-01 8.464E-01 1.610E+00 5.432E-05 8.916E-02 9.616E-02 3.672E-05
4928.6918643600475 1.729E+01 7.498E-01 4.330E+01 9.104E-01 5.429E+00 1.837E+00 3.553E-01 2.699E+00 1.598E+09 1.611E-01 2.158E-01 1.933E-05 8.012E-04 2.493E+00 7.417E-02 1.341E-01 4.683E-03 1.139E-01 1.241E-02 1.081E-03 1.781E-03 2.482E-03 1.781E-02
503.39586674692663 1.529E+01 9.895E-01 2.232E+02 2.632E-01 2.293E+00 1.170E+00 2.045E+00 4.413E+00 1.578E+09 2.125E-01 1.006E-01 9.613E-05 1.194E-02 2.619E+01 5.097E-03 2.737E-03 5.506E-02 1.725E-01 2.600E-01 9.293E-05 2.625E-02 2.689E-02 4.143E-05
567.3231277736367 1.944E+01 9.018E-01 2.991E+02 -9.158E-01 4.597E+00 1.955E+00 4.984E+00 5.161E+00 1.579E+09 9.730E-02 1.819E-01 1.777E-04 8.564E-03 4.463E+01 9.550E-02 1.000E-01 4.339E-02 8.325E-02 1.594E-01 1.206E-03 1.950E-02 2.211E-02 1.767E-02
1203.6674400183817 3.073E+01 9.044E-01 4.194E+02 9.501E-02 2.123E+00 2.514E+00 4.789E+00 1.106E+00 1.586E+09 1.307E-01 2.445E-01 2.861E-04 5.572E-03 5.428E+00 1.149E-02 1.971E-02 1.288E-02 2.079E-01 4.440E-01 1.259E-04 1.505E-02 1.698E-02 2.093E-04
741.3850812445755 1.309E+01 7.345E-01 4.234E+02 1.017E-01 2.846E+00 3.386E-01 1.280E-01 1.011E-01 1.608E+09 1.343E-01 2.120E-01 1.388E-04 1.889E-02 1.445E+01 2.500E-02 1.859E-02 3.173E-02 3.050E+00 6.095E+00 5.592E-04 4.768E-02 6.426E-02 4.086E-04
939.1512026544252 3.266E+01 8.622E-01 2.275E+02 6.923E-01 5.003E+00 1.842E+00 5.368E+00 3.450E+00 1.592E+09 3.041E-01 5.420E-02 4.277E-04 3.936E-03 1.011E+01 1.927E-02 3.343E-02 2.164E-02 8.414E-02 6.382E-02 4.371E-04 7.924E-03 9.650E-03 1.528E-03
409.5624881139504 7.704E+00 6.285E-01 2.346E+02 -1.282E-01 2.311E+00 7.734E-01 1.342E+00 4.599E-01 1.598E+09 1.586E-01 1.282E-01 1.005E-04 2.015E-02 2.018E+01 6.368E-03 1.736E-02 6.570E-02 4.094E-01 8.597E-01 3.069E-04 5.457E-02 8.717E-02 2.268E-04
1667.8582332558233 2.426E+01 7.865E-01 1.934E+02 1.453E+00 2.605E+00 2.168E+00 3.146E+00 3.523E+00 1.589E+09 2.166E-01 1.452E-01 1.192E-04 2.862E-03 7.005E+00 3.237E-02 9.017E-02 9.773E-03 1.082E-01 7.836E-02 5.291E-04 6.792E-03 9.131E-03 1.033E-03
216.10452941723673 6.630E+00 8.129E-01 3.682E+02 4.300E-02 3.184E-01 1.296E+00 2.957E+00 5.397E+00 1.596E+09 6.750E-02 5.650E-02 6.000E-05 2.717E-02 1.579E+02 8.063E-01 3.642E-01 1.099E-01 2.194E-01 3.267E-01 8.613E-03 7.405E-02 9.313E-02 7.038E-01
388.96111004508276 9.786E+00 8.725E-01 3.603E+02 -7.131E-01 1.707E+00 2.434E+00 2.852E+00 5.369E+00 1.591E+09 1.221E-01 1.494E-01 7.644E-05 2.384E-02 4.794E+01 3.636E-02 5.648E-02 8.586E-02 1.005E+00 2.075E+00 1.150E-03 7.287E-02 8.550E-02 1.275E-03
1077.7698824321296 1.523E+01 9.935E-01 9.453E+01 -6.653E-01 4.184E+00 1.325E+00 1.878E+00 2.381E-01 1.609E+09 2.822E-01 1.683E-01 4.211E-05 5.313E-03 1.052E+01 3.697E-02 4.644E-02 3.012E-02 5.834E-02 7.852E-02 8.289E-04 1.107E-02 1.127E-02 4.141E-03
290.7605220550889 8.279E+00 9.654E-01 4.134E+02 -5.919E-01 2.391E+00 6.934E-01 1.262E+00 2.505E+00 1.579E+09 1.551E-01 1.072E-01 3.923E-05 3.552E-02 6.308E+01 6.370E-02 5.978E-02 1.306E-01 1.940E+00 3.832E+00 1.196E-03 1.923E-01 2.012E-01 2.265E-03
574.8924710637812 5.619E+00 9.940E-01 1.671E+02 7.651E-02 4.665E+00 1.078E+00 7.019E-01 2.721E+00 1.589E+09 1.021E-01 2.100E-01 6.754E-06 1.503E-02 1.848E+01 1.432E-01 9.476E-02 4.679E-02 1.120E-01 1.514E-01 2.328E-03 5.193E-02 5.208E-02 4.206E-02
3616.0467284987585 1.217E+01 9.873E-01 2.224E+01 8.507E-01 3.198E+00 1.095E+00 3.780E+00 4.283E+00 1.588E+09 3.309E-01 1.198E-01 7.187E-06 1.830E-03 4.330E-01 1.065E-04 2.129E-04 9.955E-03 1.715E-02 4.478E-02 3.288E-06 6.855E-03 7.006E-03 4.689E-08
1663.9021539849919 2.354E+01 5.134E-01 1.896E+02 -7.467E-01 1.075E+00 2.053E+00 4.602E+00 4.899E+00 1.584E+09 1.143E-01 1.767E-01 1.535E-04 1.500E-03 7.404E+00 2.028E-02 5.907E-02 6.318E-03 3.077E-02 3.266E-02 6.548E-04 2.570E-03 4.098E-03 2.740E-03
374.0837133690611 1.482E+01 9.964E-01 4.657E+02 1.225E+00 2.869E+00 1.573E+00 1.631E+00 4.163E+00 1.591E+09 8.800E-02 2.004E-01 1.168E-04 1.496E-02 3.477E+02 1.658E+00 3.363E+00 1.345E-03 2.816E+00 6.894E-03 1.518E-02 2.770E-02 2.734E-02 5.561E+00
292.7739932653245 3.435E+01 8.589E-01 9.466E+02 -3.438E-01 5.730E-01 9.647E-01 4.241E+00 2.613E+00 1.603E+09 2.100E-01 2.235E-01 1.601E-03 1.485E-02 1.049E+02 2.382E-02 2.228E-02 5.038E-02 2.251E-01 4.408E-01 6.471E-04 3.697E-02 4.463E-02 8.001E-04
197.36968012841405 1.181E+01 8.391E-01 7.692E+02 -2.788E-01 3.135E-01 1.875E+00 4.986E+00 4.927E+00 1.578E+09 1.058E-01 6.750E-02 1.946E-04 2.731E-02 6.958E+02 9.868E-01 1.436E+00 1.526E-01 7.712E-01 3.290E-01 1.617E-02 7.209E-02 8.915E-02 4.147E+00
415.2406842170242 1.796E+01 9.462E-01 5.171E+02 8.825E-03 4.453E+00 1.851E+00 5.499E+00 4.590E+00 1.592E+09 2.107E-01 2.567E-01 1.918E-04 1.242E-02 3.531E+02 7.495E-01 7.761E-01 6.419E-02 2.406E-01 1.747E-01 1.163E-02 2.473E-02 2.639E-02 1.765E+00
254.16585327677873 1.635E+01 9.773E-01 7.230E+02 1.402E-01 4.205E-01 1.863E+00 5.645E+00 3.503E+00 1.582E+09 2.513E-01 1.328E-01 2.374E-04 2.192E-02 6.595E+02 8.560E-01 8.432E-01 1.137E-01 2.023E-01 3.305E-01 1.413E-02 4.552E-02 4.738E-02 2.133E+00
236.27858710127316 1.490E+01 8.975E-01 6.830E+02 4.743E-02 6.251E+00 2.466E+00 2.845E+00 5.645E+00 1.586E+09 1.251E-01 1.912E-01 2.754E-04 3.532E-02 9.367E+01 2.445E-03 2.092E-03 1.147E-01 1.705E+00 3.456E+00 1.576E-04 1.159E-01 1.320E-01 1.603E-05
102.78110587252091 7.478E+00 9.551E-01 5.238E+02 -6.225E-01 2.731E+00 1.605E+00 7.481E-01 1.088E-02 1.595E+09 3.900E-02 1.148E-01 8.433E-05 6.455E-02 1.657E+02 3.843E-01 6.702E-01 2.626E-01 4.926E-01 2.398E-01 1.283E-02 1.416E-01 1.485E-01 1.241E-01
